Id,Warehouse Block,Mode Of Shipment,Customer Care Calls,Customer Rating,Cost Of The Product,Prior Purchases,Product Importance,Gender,Discount Offered,Weight In Gms,On-Time Delivery,Net Price,Discount Ratio,Status By Mode Of Shipment
5553,A,Ship,3,5,143,2,0,F,6,4253,0,137,0.04,0.6
5554,B,Ship,4,2,267,5,0,M,9,4720,1,258,0.03,0.6
5555,C,Ship,6,1,123,5,1,M,5,5323,1,118,0.04,0.6
5556,F,Ship,5,1,106,5,1,F,4,4180,0,102,0.04,0.6
5557,D,Ship,2,2,249,3,0,F,3,4129,1,246,0.01,0.6
5558,F,Ship,5,1,178,2,0,F,5,4369,0,173,0.03,0.6
5559,A,Ship,4,3,148,4,0,F,1,4243,0,147,0.01,0.6
5560,B,Ship,4,1,144,4,1,M,6,5197,1,138,0.04,0.6
5561,C,Ship,3,1,249,2,0,F,2,5572,1,247,0.01,0.6
5562,F,Ship,5,5,128,3,0,M,9,5143,1,119,0.07,0.6
5563,D,Ship,4,4,228,4,2,M,1,5573,0,227,0.0,0.6
5564,F,Ship,3,4,242,2,0,F,10,5559,1,232,0.04,0.6
5565,A,Ship,4,2,272,3,1,F,1,4933,1,271,0.0,0.6
5566,B,Ship,4,1,173,2,1,F,8,4893,0,165,0.05,0.6
5567,C,Ship,3,2,189,6,0,M,7,4329,0,182,0.04,0.6
5568,F,Ship,4,2,245,2,0,M,3,4000,0,242,0.01,0.6
5569,D,Ship,4,1,211,3,2,M,5,5757,1,206,0.02,0.6
5570,F,Ship,2,1,214,3,2,M,1,4391,0,213,0.0,0.6
5571,A,Ship,5,4,215,2,0,F,1,5669,0,214,0.0,0.6
5572,B,Ship,3,1,248,2,1,M,1,5703,0,247,0.0,0.6
5573,C,Ship,3,1,225,3,1,M,2,4284,0,223,0.01,0.6
5574,F,Ship,5,1,120,3,0,M,7,4381,1,113,0.06,0.6
5575,D,Ship,5,2,243,3,0,F,8,4133,1,235,0.03,0.6
5576,F,Ship,3,4,214,2,0,M,10,4794,0,204,0.05,0.6
5577,A,Ship,3,1,144,3,0,F,8,5221,1,136,0.06,0.6
5578,B,Ship,3,1,242,6,0,M,10,5493,1,232,0.04,0.6
5579,C,Ship,4,5,160,5,1,F,3,4648,1,157,0.02,0.6
5580,F,Ship,5,5,139,4,1,F,3,4433,1,136,0.02,0.6
5581,D,Ship,3,1,221,4,1,F,8,5971,0,213,0.04,0.6
5582,F,Ship,5,5,266,2,1,M,7,5712,1,259,0.03,0.6
5583,A,Ship,5,4,140,4,0,F,10,4528,0,130,0.07,0.6
5584,B,Ship,4,4,134,2,0,M,1,5209,1,133,0.01,0.6
5585,C,Ship,3,3,260,2,0,M,7,5738,0,253,0.03,0.6
5586,F,Ship,5,4,261,6,1,F,4,5349,0,257,0.02,0.6
5587,D,Ship,5,2,274,4,1,F,7,4929,0,267,0.03,0.6
5588,F,Ship,4,5,263,3,1,M,3,4020,0,260,0.01,0.6
5589,A,Ship,4,4,189,4,1,F,9,5838,1,180,0.05,0.6
5590,B,Ship,4,5,257,2,0,M,3,5394,0,254,0.01,0.6
5591,C,Road,5,5,195,4,1,M,1,4482,0,194,0.01,0.59
5592,F,Road,2,3,201,3,1,M,5,5733,1,196,0.02,0.59
5593,D,Road,4,4,264,4,1,M,9,5186,0,255,0.03,0.59
5594,F,Road,3,2,180,2,2,M,10,4024,0,170,0.06,0.59
5595,A,Road,3,1,220,3,0,F,6,5572,1,214,0.03,0.59
5596,B,Road,5,1,113,3,1,F,6,5509,1,107,0.05,0.59
5597,C,Road,4,2,168,2,2,F,9,5684,0,159,0.05,0.59
5598,F,Road,5,2,251,3,0,M,9,4298,1,242,0.04,0.59
5599,D,Road,4,2,245,3,1,F,2,4835,1,243,0.01,0.59
5600,F,Road,4,4,164,4,1,F,1,4365,1,163,0.01,0.59
5601,A,Road,3,1,232,2,1,M,4,5806,1,228,0.02,0.59
5602,B,Road,4,3,138,3,2,M,2,5358,0,136,0.01,0.59
5603,C,Road,4,2,233,3,0,F,3,5740,1,230,0.01,0.59
5604,F,Road,4,4,150,2,1,F,1,4711,1,149,0.01,0.59
5605,D,Road,3,5,253,2,1,M,7,5846,0,246,0.03,0.59
5606,F,Road,4,4,179,3,1,M,5,4061,1,174,0.03,0.59
5607,A,Road,5,2,135,2,1,M,4,5405,0,131,0.03,0.59
5608,B,Road,3,1,166,2,1,F,9,5853,1,157,0.05,0.59
5609,C,Road,3,4,196,2,1,F,5,4342,1,191,0.03,0.59
5610,F,Road,4,4,238,2,0,F,4,4337,1,234,0.02,0.59
5611,D,Road,2,2,159,6,0,F,6,4044,0,153,0.04,0.59
5612,F,Road,3,5,226,2,1,M,3,4208,1,223,0.01,0.59
5613,A,Flight,5,1,182,5,2,F,6,5398,0,176,0.03,0.6
5614,B,Flight,5,5,173,3,0,M,4,5265,1,169,0.02,0.6
5615,C,Flight,3,2,257,5,0,M,5,4130,1,252,0.02,0.6
5616,F,Flight,2,3,223,3,0,F,9,5653,0,214,0.04,0.6
5617,D,Flight,4,2,194,3,0,F,3,5174,0,191,0.02,0.6
5618,F,Flight,5,4,281,3,0,F,10,5675,0,271,0.04,0.6
5619,A,Flight,5,4,236,3,1,F,1,5711,0,235,0.0,0.6
5620,B,Flight,3,5,165,4,0,M,6,4795,1,159,0.04,0.6
5621,C,Flight,4,2,200,2,0,F,8,4222,0,192,0.04,0.6
5622,F,Flight,3,3,168,4,0,F,2,4541,1,166,0.01,0.6
5623,D,Flight,4,3,266,6,1,F,5,5209,0,261,0.02,0.6
5624,F,Flight,2,1,226,2,1,F,1,5576,0,225,0.0,0.6
5625,A,Flight,5,3,143,2,1,M,5,5612,1,138,0.03,0.6
5626,B,Flight,4,2,116,3,0,F,2,5602,1,114,0.02,0.6
5627,C,Flight,4,4,139,2,2,F,9,4446,1,130,0.06,0.6
5628,F,Flight,4,3,248,2,1,F,2,4700,0,246,0.01,0.6
5629,D,Flight,5,4,135,2,0,M,5,5834,0,130,0.04,0.6
5630,F,Flight,4,4,265,2,1,F,9,4106,0,256,0.03,0.6
5631,A,Flight,5,5,175,6,1,F,2,4995,1,173,0.01,0.6
5632,B,Flight,6,2,256,3,1,M,1,4435,1,255,0.0,0.6
5633,C,Flight,5,4,217,2,1,F,3,5925,0,214,0.01,0.6
5634,F,Flight,4,4,203,3,1,M,8,4443,0,195,0.04,0.6
5635,D,Ship,3,4,145,2,2,F,5,5513,0,140,0.03,0.6
5636,F,Ship,3,2,268,3,0,M,9,4215,0,259,0.03,0.6
5637,A,Ship,4,5,206,2,1,F,10,4437,0,196,0.05,0.6
5638,B,Ship,3,2,215,3,1,F,10,4198,1,205,0.05,0.6
5639,C,Ship,4,1,177,3,1,F,5,4382,0,172,0.03,0.6
5640,F,Ship,3,3,183,3,0,F,3,5538,0,180,0.02,0.6
5641,D,Ship,4,2,227,5,1,M,6,4618,0,221,0.03,0.6
5642,F,Ship,4,1,209,4,1,F,1,5057,0,208,0.0,0.6
5643,A,Ship,4,4,193,3,0,M,5,5090,1,188,0.03,0.6
5644,B,Ship,4,4,144,2,0,M,5,4380,1,139,0.03,0.6
5645,C,Ship,4,2,192,3,0,F,3,4130,1,189,0.02,0.6
5646,F,Ship,2,3,247,4,0,M,5,5725,0,242,0.02,0.6
5647,D,Ship,3,4,199,4,1,F,6,5207,0,193,0.03,0.6
5648,F,Ship,6,5,273,5,1,M,10,5756,1,263,0.04,0.6
5649,A,Ship,3,3,232,4,0,F,4,4662,1,228,0.02,0.6
5650,B,Ship,3,5,214,3,0,F,6,5319,0,208,0.03,0.6
5651,C,Ship,5,1,156,2,0,M,10,5086,0,146,0.06,0.6
5652,F,Ship,4,3,200,3,1,M,5,5108,0,195,0.02,0.6
5653,D,Ship,3,5,196,3,1,F,9,4741,1,187,0.05,0.6
5654,F,Ship,5,3,189,3,1,F,7,5830,1,182,0.04,0.6
5655,A,Ship,5,2,266,2,0,M,3,4030,0,263,0.01,0.6
5656,B,Ship,4,4,198,2,1,M,2,5725,1,196,0.01,0.6
5657,C,Ship,4,5,144,2,0,M,2,4978,0,142,0.01,0.6
5658,F,Ship,4,4,217,5,1,M,6,5891,1,211,0.03,0.6
5659,D,Ship,5,1,169,4,1,M,4,4541,0,165,0.02,0.6
5660,F,Ship,3,1,153,4,1,F,1,4608,0,152,0.01,0.6
5661,A,Ship,4,4,152,2,1,F,5,5324,0,147,0.03,0.6
5662,B,Ship,5,5,245,5,1,F,4,4627,0,241,0.02,0.6
5663,C,Ship,4,2,237,3,0,M,2,5277,0,235,0.01,0.6
5664,F,Ship,4,2,266,2,0,F,8,5516,0,258,0.03,0.6
5665,D,Ship,4,5,216,4,1,F,1,4458,1,215,0.0,0.6
5666,F,Ship,3,4,186,3,1,F,4,5501,1,182,0.02,0.6
5667,A,Ship,5,3,280,4,1,F,4,5192,0,276,0.01,0.6
5668,B,Ship,4,5,229,2,1,F,1,4869,0,228,0.0,0.6
5669,C,Ship,3,2,225,3,0,M,3,5529,0,222,0.01,0.6
5670,F,Ship,3,5,149,3,0,F,7,4357,0,142,0.05,0.6
5671,D,Ship,5,5,200,3,0,M,6,4401,1,194,0.03,0.6
5672,F,Ship,4,2,246,3,0,F,1,5815,1,245,0.0,0.6
5673,A,Ship,3,4,150,2,0,M,1,4742,0,149,0.01,0.6
5674,B,Ship,3,1,175,3,1,F,9,5797,0,166,0.05,0.6
5675,C,Ship,3,5,141,3,1,M,10,5775,0,131,0.07,0.6
5676,F,Ship,3,4,102,3,1,M,9,4111,0,93,0.09,0.6
5677,D,Ship,3,1,209,3,0,F,8,4367,0,201,0.04,0.6
5678,F,Ship,4,4,287,6,1,M,6,5282,0,281,0.02,0.6
5679,A,Ship,3,5,212,2,0,F,3,5761,1,209,0.01,0.6
5680,B,Ship,3,4,205,3,2,F,1,5407,0,204,0.0,0.6
5681,C,Ship,3,1,180,2,2,M,10,4200,0,170,0.06,0.6
5682,F,Ship,5,4,229,3,0,M,1,5660,0,228,0.0,0.6
5683,D,Ship,2,2,182,3,2,M,6,4112,1,176,0.03,0.6
5684,F,Ship,4,1,183,3,1,F,4,4789,0,179,0.02,0.6
5685,A,Ship,3,1,212,3,1,M,10,5759,0,202,0.05,0.6
5686,B,Ship,4,3,235,6,1,M,2,4689,0,233,0.01,0.6
5687,C,Ship,5,5,210,4,1,M,9,5081,1,201,0.04,0.6
5688,F,Ship,5,2,111,4,1,F,7,4424,0,104,0.06,0.6
5689,D,Ship,5,1,270,4,1,F,7,5149,0,263,0.03,0.6
5690,F,Ship,4,4,135,2,0,M,4,4684,0,131,0.03,0.6
5691,A,Ship,3,5,143,3,0,F,10,5021,0,133,0.07,0.6
5692,B,Ship,4,1,216,2,0,F,5,5059,0,211,0.02,0.6
5693,C,Ship,5,1,136,3,0,M,10,5308,0,126,0.07,0.6
5694,F,Ship,3,3,145,3,0,F,10,5696,0,135,0.07,0.6
5695,D,Ship,5,3,142,4,1,F,4,5116,1,138,0.03,0.6
5696,F,Ship,4,2,175,3,1,M,7,4874,1,168,0.04,0.6
5697,A,Ship,3,1,183,2,0,M,5,5329,1,178,0.03,0.6
5698,B,Ship,3,1,191,5,1,M,2,4956,1,189,0.01,0.6
5699,C,Ship,3,4,247,3,0,F,9,4157,0,238,0.04,0.6
5700,F,Ship,3,1,170,2,0,F,2,5662,1,168,0.01,0.6
5701,D,Ship,3,2,275,2,0,F,5,5393,1,270,0.02,0.6
5702,F,Ship,4,4,147,4,0,F,8,5882,0,139,0.05,0.6
5703,A,Ship,4,4,188,3,0,M,6,4174,1,182,0.03,0.6
5704,B,Ship,5,5,248,2,0,M,4,5587,0,244,0.02,0.6
5705,C,Ship,3,1,245,2,0,F,8,4594,1,237,0.03,0.6
5706,F,Ship,4,5,164,3,2,M,3,4454,0,161,0.02,0.6
5707,D,Ship,4,2,260,3,1,F,3,4661,1,257,0.01,0.6
5708,F,Ship,4,4,149,2,1,F,9,4605,0,140,0.06,0.6
5709,A,Ship,3,2,174,3,0,M,3,4132,0,171,0.02,0.6
5710,B,Ship,4,5,242,2,0,F,1,5682,1,241,0.0,0.6
5711,C,Ship,4,1,134,3,1,M,7,4933,1,127,0.05,0.6
5712,F,Ship,4,5,189,3,1,F,3,5193,0,186,0.02,0.6
5713,D,Ship,6,5,263,7,2,M,7,5216,1,256,0.03,0.6
5714,F,Ship,5,2,280,3,2,F,8,5858,1,272,0.03,0.6
5715,A,Ship,4,2,258,7,1,M,3,4538,1,255,0.01,0.6
5716,B,Ship,4,4,179,3,2,F,1,5242,1,178,0.01,0.6
5717,C,Ship,5,1,250,4,1,M,10,5306,1,240,0.04,0.6
5718,F,Ship,4,4,212,2,1,M,5,4774,1,207,0.02,0.6
5719,D,Ship,4,3,236,3,0,M,4,4257,1,232,0.02,0.6
5720,F,Ship,3,1,239,8,2,M,6,5023,1,233,0.03,0.6
5721,A,Ship,6,3,305,4,0,M,3,1276,0,302,0.01,0.6
5722,B,Ship,6,3,309,4,0,M,5,1712,0,304,0.02,0.6
5723,C,Ship,6,3,266,4,1,M,8,1983,1,258,0.03,0.6
5724,F,Ship,4,5,233,4,0,F,6,1495,0,227,0.03,0.6
5725,D,Ship,5,5,287,4,0,M,4,1509,1,283,0.01,0.6
5726,F,Ship,6,2,268,4,0,F,7,1274,0,261,0.03,0.6
5727,A,Ship,6,4,290,4,1,M,10,1366,0,280,0.03,0.6
5728,B,Road,7,5,291,4,2,M,6,1135,0,285,0.02,0.59
5729,C,Road,5,5,227,5,1,F,3,1687,0,224,0.01,0.59
5730,F,Road,4,5,175,3,1,F,5,4194,0,170,0.03,0.59
5731,D,Road,3,3,183,2,0,M,6,5015,0,177,0.03,0.59
5732,F,Road,3,4,191,5,1,F,4,4243,1,187,0.02,0.59
5733,A,Road,3,4,247,3,0,M,10,5749,1,237,0.04,0.59
5734,B,Road,3,2,170,2,0,M,2,4214,1,168,0.01,0.59
5735,C,Road,3,5,275,2,0,F,7,4619,0,268,0.03,0.59
5736,F,Road,4,3,147,4,0,F,7,4865,0,140,0.05,0.59
5737,D,Road,4,5,188,3,0,M,4,4632,0,184,0.02,0.59
5738,F,Road,5,1,248,2,0,F,6,5281,0,242,0.02,0.59
5739,A,Road,3,3,245,2,0,F,4,4719,1,241,0.02,0.59
5740,B,Road,4,5,164,3,2,M,7,4657,0,157,0.04,0.59
5741,C,Road,4,1,260,3,1,M,9,5886,1,251,0.03,0.59
5742,F,Road,4,2,149,2,1,M,8,5460,1,141,0.05,0.59
5743,D,Road,3,1,174,3,0,M,7,4318,1,167,0.04,0.59
5744,F,Road,4,1,242,2,0,F,2,5825,0,240,0.01,0.59
5745,A,Road,4,5,134,3,1,F,4,5423,0,130,0.03,0.59
5746,B,Road,4,3,189,3,1,F,4,4410,0,185,0.02,0.59
5747,C,Road,6,5,263,7,2,M,9,5991,1,254,0.03,0.59
5748,F,Road,5,3,280,3,2,M,2,5273,0,278,0.01,0.59
5749,D,Road,4,4,258,7,1,M,8,5069,0,250,0.03,0.59
5750,F,Flight,4,1,179,3,2,M,5,4129,0,174,0.03,0.6
5751,A,Flight,5,4,250,4,1,M,4,4531,0,246,0.02,0.6
5752,B,Flight,4,1,212,2,1,F,7,5864,0,205,0.03,0.6
5753,C,Flight,4,4,236,3,0,M,10,4347,1,226,0.04,0.6
5754,F,Flight,3,4,239,8,2,M,4,4192,0,235,0.02,0.6
5755,D,Flight,6,4,305,4,0,F,7,1172,1,298,0.02,0.6
5756,F,Flight,6,1,309,4,0,F,6,1866,1,303,0.02,0.6
5757,A,Flight,6,1,266,4,1,F,2,1862,1,264,0.01,0.6
5758,B,Flight,4,2,233,4,0,M,7,1861,0,226,0.03,0.6
5759,C,Flight,5,1,287,4,0,F,4,1579,0,283,0.01,0.6
5760,F,Flight,6,5,268,4,0,F,2,1324,0,266,0.01,0.6
5761,D,Flight,6,1,290,4,1,M,6,1505,1,284,0.02,0.6
5762,F,Flight,7,3,244,5,1,F,10,1913,1,234,0.04,0.6
5763,A,Flight,6,3,245,4,0,M,2,1158,1,243,0.01,0.6
5764,B,Flight,5,4,219,5,0,M,5,1867,0,214,0.02,0.6
5765,C,Flight,6,3,257,4,0,F,4,1358,1,253,0.02,0.6
5766,F,Flight,6,1,250,4,0,F,2,1783,1,248,0.01,0.6
5767,D,Flight,6,1,249,4,1,M,2,1189,1,247,0.01,0.6
5768,F,Flight,5,4,259,5,0,F,2,1627,1,257,0.01,0.6
5769,A,Flight,6,4,266,4,0,M,3,1503,1,263,0.01,0.6
5770,B,Flight,6,5,244,4,1,F,4,1648,1,240,0.02,0.6
5771,C,Flight,4,2,239,6,0,F,7,1934,0,232,0.03,0.6
5772,F,Ship,4,2,270,5,0,M,6,1520,0,264,0.02,0.6
5773,D,Ship,6,4,270,4,0,F,10,1199,1,260,0.04,0.6
5774,F,Ship,6,5,257,4,1,F,1,1957,1,256,0.0,0.6
5775,A,Ship,4,2,243,5,1,F,4,1633,1,239,0.02,0.6
5776,B,Ship,5,2,264,6,1,M,10,1659,1,254,0.04,0.6
5777,C,Ship,5,4,224,6,0,F,6,1049,1,218,0.03,0.6
5778,F,Ship,6,5,304,4,0,M,8,1755,1,296,0.03,0.6
5779,D,Ship,4,2,243,5,1,F,8,1922,0,235,0.03,0.6
5780,F,Ship,6,3,272,4,0,M,5,1355,1,267,0.02,0.6
5781,A,Ship,5,4,269,5,0,F,4,1537,1,265,0.01,0.6
5782,B,Ship,7,3,267,4,0,M,7,1384,0,260,0.03,0.6
5783,C,Ship,6,1,251,4,0,M,2,1679,0,249,0.01,0.6
5784,F,Ship,4,3,249,5,0,F,3,1012,1,246,0.01,0.6
5785,D,Ship,7,2,284,4,0,F,6,1550,1,278,0.02,0.6
5786,F,Ship,4,1,254,5,1,F,3,1880,1,251,0.01,0.6
5787,A,Ship,6,5,269,4,0,M,5,1264,1,264,0.02,0.6
5788,B,Ship,7,5,265,4,0,F,9,1393,0,256,0.03,0.6
5789,C,Ship,5,3,220,6,1,F,6,1830,1,214,0.03,0.6
5790,F,Ship,4,4,217,5,1,F,4,1503,0,213,0.02,0.6
5791,D,Ship,7,4,285,4,1,F,2,1017,1,283,0.01,0.6
5792,F,Ship,5,1,265,5,1,F,3,1514,1,262,0.01,0.6
5793,A,Ship,5,1,240,5,1,M,1,1200,0,239,0.0,0.6
5794,B,Ship,5,5,247,3,0,M,1,5226,0,246,0.0,0.6
5795,C,Ship,5,4,179,6,1,F,8,4615,1,171,0.04,0.6
5796,F,Ship,4,5,142,2,1,F,9,5425,1,133,0.06,0.6
5797,D,Ship,4,3,207,5,2,F,6,4145,0,201,0.03,0.6
5798,F,Ship,3,1,183,3,1,M,7,5849,1,176,0.04,0.6
5799,A,Ship,4,3,167,2,1,F,2,5544,0,165,0.01,0.6
5800,B,Ship,4,3,175,3,0,F,2,5208,0,173,0.01,0.6
5801,C,Ship,3,5,183,2,0,M,8,5881,1,175,0.04,0.6
5802,F,Ship,6,5,176,3,0,F,10,5307,0,166,0.06,0.6
5803,D,Ship,3,4,187,3,0,M,7,5417,0,180,0.04,0.6
5804,F,Ship,4,5,143,3,1,F,8,4142,1,135,0.06,0.6
5805,A,Ship,4,3,136,3,0,F,7,5976,0,129,0.05,0.6
5806,B,Ship,3,3,178,3,0,M,3,5396,1,175,0.02,0.6
5807,C,Ship,4,4,208,2,1,F,6,4983,1,202,0.03,0.6
5808,F,Ship,4,1,171,2,1,M,1,5635,0,170,0.01,0.6
5809,D,Ship,2,1,197,4,0,M,5,4614,0,192,0.03,0.6
5810,F,Ship,5,1,179,3,0,F,7,5814,0,172,0.04,0.6
5811,A,Ship,6,4,197,5,1,M,4,5889,1,193,0.02,0.6
5812,B,Ship,5,4,285,2,0,M,2,4505,1,283,0.01,0.6
5813,C,Ship,6,1,141,5,0,F,9,5113,0,132,0.06,0.6
5814,F,Ship,4,5,274,3,1,M,5,4773,0,269,0.02,0.6
5815,D,Ship,5,2,287,3,1,F,3,4903,1,284,0.01,0.6
5816,F,Ship,5,3,218,3,1,F,4,4198,1,214,0.02,0.6
5817,A,Ship,3,1,213,3,2,F,6,5535,0,207,0.03,0.6
5818,B,Ship,2,1,207,4,0,M,1,5742,0,206,0.0,0.6
5819,C,Ship,5,5,273,4,0,M,7,4064,1,266,0.03,0.6
5820,F,Ship,3,3,185,3,0,M,6,5995,1,179,0.03,0.6
5821,D,Ship,3,1,192,3,0,F,4,5179,0,188,0.02,0.6
5822,F,Ship,4,4,276,2,1,F,3,4306,1,273,0.01,0.6
5823,A,Ship,5,2,229,2,1,M,1,5724,0,228,0.0,0.6
5824,B,Ship,3,5,248,2,2,M,3,5287,1,245,0.01,0.6
5825,C,Ship,3,4,267,3,2,F,2,5204,1,265,0.01,0.6
5826,F,Ship,4,4,272,3,0,M,9,5458,0,263,0.03,0.6
5827,D,Ship,3,3,153,3,0,M,8,5487,0,145,0.05,0.6
5828,F,Ship,4,2,246,4,1,M,7,5056,1,239,0.03,0.6
5829,A,Ship,3,3,261,4,0,F,9,4529,1,252,0.03,0.6
5830,B,Ship,4,5,207,2,0,F,3,5270,1,204,0.01,0.6
5831,C,Ship,3,1,133,3,1,M,8,4634,0,125,0.06,0.6
5832,F,Ship,3,5,269,5,0,M,6,5932,1,263,0.02,0.6
5833,D,Ship,4,3,251,3,2,M,8,5986,1,243,0.03,0.6
5834,F,Ship,4,2,252,4,0,F,3,4956,1,249,0.01,0.6
5835,A,Ship,3,5,135,2,0,F,4,5275,1,131,0.03,0.6
5836,B,Ship,4,3,273,4,1,F,1,4585,0,272,0.0,0.6
5837,C,Ship,4,2,168,3,0,M,3,4653,1,165,0.02,0.6
5838,F,Ship,2,4,233,2,1,F,6,4758,0,227,0.03,0.6
5839,D,Ship,3,2,133,2,0,F,3,4677,1,130,0.02,0.6
5840,F,Ship,3,5,147,4,2,M,10,5164,1,137,0.07,0.6
5841,A,Ship,5,2,249,6,0,M,8,5633,0,241,0.03,0.6
5842,B,Ship,6,3,259,4,0,F,3,4117,1,256,0.01,0.6
5843,C,Ship,4,2,194,3,0,F,10,5171,1,184,0.05,0.6
5844,F,Ship,4,5,134,6,1,M,7,4881,1,127,0.05,0.6
5845,D,Ship,3,4,98,3,0,M,5,4432,0,93,0.05,0.6
5846,F,Ship,5,1,138,3,0,M,10,5612,1,128,0.07,0.6
5847,A,Ship,5,5,193,5,2,F,4,5087,1,189,0.02,0.6
5848,B,Ship,5,5,184,3,1,M,7,4742,0,177,0.04,0.6
5849,C,Ship,4,4,172,3,1,M,7,5098,0,165,0.04,0.6
5850,F,Ship,4,3,248,2,1,M,2,4701,1,246,0.01,0.6
5851,D,Ship,2,4,114,5,2,F,5,5334,1,109,0.04,0.6
5852,F,Ship,4,5,201,2,2,F,2,4657,0,199,0.01,0.6
5853,A,Ship,3,4,206,4,1,M,2,4372,0,204,0.01,0.6
5854,B,Ship,6,1,185,4,2,F,10,5254,1,175,0.05,0.6
5855,C,Ship,5,2,272,3,2,M,5,4972,0,267,0.02,0.6
5856,F,Ship,4,3,266,2,1,M,6,4286,1,260,0.02,0.6
5857,D,Ship,3,4,203,2,0,M,9,5735,0,194,0.04,0.6
5858,F,Ship,4,3,218,5,0,M,2,4823,1,216,0.01,0.6
5859,A,Ship,2,5,279,3,0,F,8,4632,0,271,0.03,0.6
5860,B,Ship,4,4,159,2,0,M,4,4648,1,155,0.03,0.6
5861,C,Ship,5,3,138,3,0,F,5,5687,1,133,0.04,0.6
5862,F,Ship,3,2,224,3,0,F,7,5896,0,217,0.03,0.6
5863,D,Ship,3,3,269,3,0,M,4,4309,0,265,0.01,0.6
5864,F,Ship,5,3,121,2,1,F,4,5231,1,117,0.03,0.6
5865,A,Road,4,3,134,2,0,F,2,4522,0,132,0.01,0.59
5866,B,Road,4,5,259,3,1,M,4,5344,1,255,0.02,0.59
5867,C,Road,4,4,206,2,2,M,8,4093,1,198,0.04,0.59
5868,F,Road,3,1,209,2,0,M,6,5701,1,203,0.03,0.59
5869,D,Road,3,3,145,3,1,M,1,5709,0,144,0.01,0.59
5870,F,Road,5,2,164,2,1,M,8,5717,0,156,0.05,0.59
5871,A,Road,3,1,133,3,1,M,6,5464,1,127,0.05,0.59
5872,B,Road,3,2,178,3,0,F,5,5686,0,173,0.03,0.59
5873,C,Road,4,3,175,2,0,M,3,4200,0,172,0.02,0.59
5874,F,Road,2,4,242,3,1,M,8,4898,0,234,0.03,0.59
5875,D,Road,4,2,202,3,0,M,8,4575,1,194,0.04,0.59
5876,F,Road,4,3,176,2,0,F,6,5149,1,170,0.03,0.59
5877,A,Road,4,3,203,4,0,F,1,5274,0,202,0.0,0.59
5878,B,Road,4,3,207,4,0,M,5,5008,1,202,0.02,0.59
5879,C,Road,4,2,268,3,1,M,1,4927,0,267,0.0,0.59
5880,F,Road,3,3,244,3,0,M,6,5109,0,238,0.02,0.59
5881,D,Road,3,5,134,3,0,F,10,4693,0,124,0.07,0.59
5882,F,Road,3,4,143,3,0,F,1,4392,1,142,0.01,0.59
5883,A,Road,3,5,246,3,0,F,2,5556,1,244,0.01,0.59
5884,B,Road,3,2,157,2,0,F,7,5228,0,150,0.04,0.59
5885,C,Road,3,3,169,3,0,M,10,5147,0,159,0.06,0.59
5886,F,Road,4,5,231,3,0,F,6,4449,1,225,0.03,0.59
5887,D,Flight,3,3,262,5,1,F,1,5043,0,261,0.0,0.6
5888,F,Flight,3,2,227,2,1,M,10,4290,0,217,0.04,0.6
5889,A,Flight,5,2,162,4,1,M,7,5477,1,155,0.04,0.6
5890,B,Flight,5,5,148,2,1,M,4,4812,0,144,0.03,0.6
5891,C,Flight,3,4,138,2,1,F,8,4837,0,130,0.06,0.6
5892,F,Flight,3,3,255,2,1,F,3,4824,0,252,0.01,0.6
5893,D,Flight,3,5,218,3,0,M,2,5841,0,216,0.01,0.6
5894,F,Flight,4,1,260,4,0,M,2,4091,1,258,0.01,0.6
5895,A,Flight,4,3,142,2,0,F,5,5502,1,137,0.04,0.6
5896,B,Flight,4,5,257,3,1,M,5,4180,0,252,0.02,0.6
5897,C,Flight,4,2,252,3,0,F,1,4176,0,251,0.0,0.6
5898,F,Flight,5,4,151,5,0,F,1,4122,0,150,0.01,0.6
5899,D,Flight,4,3,190,5,0,F,8,4736,0,182,0.04,0.6
5900,F,Flight,4,5,137,2,0,M,7,4068,0,130,0.05,0.6
5901,A,Flight,4,4,164,2,0,M,7,5456,0,157,0.04,0.6
5902,B,Flight,3,5,271,3,0,F,9,5328,0,262,0.03,0.6
5903,C,Flight,3,5,162,2,2,M,1,4573,1,161,0.01,0.6
5904,F,Flight,2,4,221,5,1,M,4,4034,1,217,0.02,0.6
5905,D,Flight,5,4,202,3,0,F,3,4559,1,199,0.01,0.6
5906,F,Flight,4,5,143,2,0,M,1,5836,0,142,0.01,0.6
5907,A,Flight,3,5,254,3,0,M,6,4703,0,248,0.02,0.6
5908,B,Flight,4,3,96,4,1,M,1,4984,1,95,0.01,0.6
5909,C,Ship,3,3,199,5,1,F,10,4847,1,189,0.05,0.6
5910,F,Ship,4,1,198,4,0,F,5,5182,0,193,0.03,0.6
5911,D,Ship,4,3,257,3,0,F,2,5198,1,255,0.01,0.6
5912,F,Ship,3,2,149,5,1,F,9,4310,0,140,0.06,0.6
5913,A,Ship,5,1,193,4,1,F,10,5280,0,183,0.05,0.6
5914,B,Ship,3,5,284,2,0,M,10,5619,0,274,0.04,0.6
5915,C,Ship,4,5,205,4,1,F,5,5264,0,200,0.02,0.6
5916,F,Ship,5,5,185,3,0,M,5,4520,1,180,0.03,0.6
5917,D,Ship,5,4,268,3,2,F,10,4955,0,258,0.04,0.6
5918,F,Ship,5,1,252,3,1,M,2,4339,0,250,0.01,0.6
5919,A,Ship,4,3,196,2,0,F,5,5656,0,191,0.03,0.6
